sequence_id,signature_ac,start,stop
Q64282,PS50005,242,275
Q64282,PS50293,312,401
Q64282,PS50005,329,362
Q64282,PS50005,426,459
Q64282,PS50293,426,459
O70400,PS50106,12,85
O70400,PS50023,256,315
O70400,PS00478,258,291
Q16613,PS51186,35,194
Q2QAV0,PS50011,6,256
Q2QAV0,PS00107,12,39
Q2QAV0,PS00108,123,135
Q9P6P3,PS50011,130,458
Q9P6P3,PS00107,136,159
Q9P6P3,PS00108,253,265
P30625,PS50042,122,237
P30625,PS00888,149,165
P30625,PS00889,185,202
P30625,PS50042,240,361
P30625,PS00888,267,283
P30625,PS00889,309,326
P40561,PS50102,64,141
Q8LFL8,PS52002,10,85
Q9C0I1,PS51339,205,643
P51668,PS50127,1,147
P51668,PS00183,74,89
Q920B0,PS50057,59,361
Q920B0,PS00661,230,259
Q5VCS6,PS51644,7,80
Q5VCS6,PS51644,122,197
Q5VCS6,PS51644,291,365
Q5VCS6,PS50304,533,592
P46614,PS00110,239,251
Q8MUF9,PS50004,15,123
P14127,PS00712,41,56
Q9U489,PS50119,366,412
Q9U489,PS50194,759,817
Q9U489,PS51125,835,875
Q9U489,PS51125,879,922
Q9U489,PS51125,926,969
Q9U489,PS51125,985,1017
Q9U489,PS51125,1022,1065
Q9U489,PS51125,1120,1147
O94324,PS50011,528,877
O94324,PS00108,648,660
Q6PKG0,PS50961,397,487
Q6PKG0,PS00191,652,659
Q9USR0,PS50294,43,283
Q9USR0,PS00678,63,77
Q9USR0,PS50082,99,141
Q9USR0,PS50082,185,227
Q9USR0,PS00678,205,219
Q9USR0,PS50082,242,283
Q9USR0,PS00678,261,275
Q10225,PS50297,51,110
Q10225,PS50097,167,223
Q10225,PS50097,306,373
P09052,PS51195,245,273
P09052,PS51192,276,453
P09052,PS00039,397,405
P09052,PS51194,477,624
O14319,PS51140,17,60
G3X982,PS51085,8,95
G3X982,PS00197,47,55
G3X982,PS51387,236,421
Q960N3,PS50294,243,326
Q960N3,PS50082,285,317
Q960N3,PS50082,429,451
P39016,PS50303,188,596
P39016,PS50302,209,247
P39016,PS50302,248,283
P39016,PS50302,284,320
P39016,PS50302,325,362
P39016,PS50302,363,404
P39016,PS50302,409,438
P39016,PS50302,439,474
P39016,PS50302,503,539
Q9V3P0,PS51352,2,160
Q922Y1,PS50030,1,42
Q922Y1,PS50033,209,291
P32909,PS50829,205,261
O13837,PS00600,299,338
P49025,PS50011,97,359
P49025,PS00107,103,126
P49025,PS00108,217,229
P49025,PS51285,360,430
P49025,PS00867,1171,1178
P49025,PS50081,1388,1437
P49025,PS00479,1389,1437
P49025,PS50003,1469,1589
P49025,PS50219,1617,1907
Q9CA51,PS51523,39,88
Q04409,PS51748,12,498
Q04409,PS00378,160,185
P23128,PS51195,58,86
P23128,PS51192,89,259
P23128,PS00039,205,213
P23128,PS51194,269,429
Q9P209,PS51450,55,76
Q9P209,PS51450,77,98
Q9GN62,PS50011,183,446
Q9GN62,PS00107,189,212
Q9GN62,PS00108,306,318
Q9W590,PS51721,165,395
Q9SHS8,PS51721,158,362
Q09757,PS00632,105,129
Q09757,PS50889,107,181
Q9ERC1,PS50297,79,306
Q9ERC1,PS50088,92,124
Q9ERC1,PS50088,125,157
Q9ERC1,PS50088,221,253
Q9ERC1,PS50088,257,286
Q9ERC1,PS51456,401,1144
Q9ERC1,PS50096,1146,1175
Q53GG5,PS50106,9,84
Q53GG5,PS50023,292,351
Q53GG5,PS00478,294,327
Q9H7D7,PS50896,123,155
Q9H7D7,PS50897,156,231
Q9H7D7,PS50082,351,392
Q9H7D7,PS50294,351,641
Q9H7D7,PS50082,397,428
Q9H7D7,PS50082,609,641
O13944,PS50866,1,131
O13944,PS50003,149,243
O13944,PS01013,673,684
Q8NEL9,PS51043,611,886
O13943,PS50211,11,437
Q18066,PS50835,323,417
Q18066,PS50835,422,521
Q18066,PS50835,529,626
Q28283,PS50011,61,308
Q2PQA9,PS50067,8,325
Q2PQA9,PS00411,225,236
Q96P47,PS52057,87,261
Q96P47,PS50003,367,605
Q96P47,PS50115,626,746
Q96P47,PS50297,753,842
Q96P47,PS50088,785,817
Q9FKW8,PS50206,26,128
Q6P9H5,PS51720,38,240
P32589,PS00329,201,214
P32589,PS01036,338,352
Q8CIQ7,PS50002,6,67
Q8CIQ7,PS51650,421,598
Q8CIQ7,PS51651,1225,1632
Q9C8M3,PS50404,6,85
Q9C8M3,PS50405,91,217
O42845,PS50089,192,238
O42845,PS00518,213,222
Q9WVP9,PS51718,60,333
Q9WVP9,PS00410,88,97
Q9WVP9,PS51388,567,655
P48375,PS50059,20,108
Q58EE9,PS51842,81,389
Q58EE9,PS00226,375,383
Q9USV4,PS50103,134,172
Q24311,PS50069,416,647
Q24311,PS01256,747,774
Q9QZH7,PS50181,22,68
Q3BBV0,PS51316,165,259
Q3BBV0,PS51316,436,530
Q3BBV0,PS51316,707,799
Q3BBV0,PS51316,800,888
Q3BBV0,PS51316,891,946
Q3BBV0,PS51316,947,1038
Q3BBV0,PS51316,1041,1114
Q3BBV0,PS51316,1116,1214
Q9V3B4,PS50017,151,237
Q9P6K4,PS51836,35,842
Q5MPA9,PS50309,72,158
Q5MPA9,PS50309,196,279
Q5MPA9,PS50011,409,666
Q5MPA9,PS00107,415,438
Q5MPA9,PS00108,526,538
Q8K1H1,PS51644,3,76
Q8K1H1,PS51644,222,291
Q8K1H1,PS51644,325,394
Q8K1H1,PS50304,501,558
Q8K1H1,PS50304,691,748
Q9Z320,PS51842,74,389
Q08689,PS51186,14,176
Q9VA38,PS50011,719,1020
Q9VA38,PS00107,725,749
Q9VA38,PS00108,839,851
Q9VA38,PS51285,1021,1091
Q9VU87,PS51495,1,144
P0CX36,PS00528,8,22
P0CX36,PS50889,42,105
P0CX35,PS00528,8,22
P0CX35,PS50889,42,105
P0CX30,PS00055,62,69
P0CX39,PS01193,11,30
P62158,PS50222,8,43
P62158,PS00018,21,33
P62158,PS50222,44,79
P62158,PS00018,57,69
P62158,PS50222,81,116
P62158,PS00018,94,106
P62158,PS50222,117,149
P62158,PS00018,130,142
E9PT87,PS50011,482,737
E9PT87,PS00107,488,511
E9PT87,PS00108,599,611
P14315-2,PS00231,62,67
O43307,PS50002,8,67
O43307,PS50010,103,287
O43307,PS50003,318,425
Q2LE78,PS50097,127,197
Q9NUV9,PS51720,28,230
Q6AXZ5,PS01360,394,430
Q6AXZ5,PS50865,394,430
Q8T135,PS50067,6,330
Q8T135,PS00411,229,240
P97434,PS50003,43,150
P97434,PS50003,386,482
Q9GV41,PS00798,42,59
Q9GV41,PS00062,124,141
F4IIU4,PS51450,293,314
F4IIU4,PS51450,315,335
F4IIU4,PS51450,339,360
F4IIU4,PS51450,361,381
F4IIU4,PS51450,382,403
F4IIU4,PS51450,404,425
Q24145,PS50001,10,106
Q24145,PS50297,124,275
Q24145,PS50088,153,185
Q24145,PS50088,186,218
Q24145,PS50088,220,241
Q24145,PS50001,288,403
Q24145,PS50011,662,921
Q24145,PS00107,668,698
Q24145,PS00109,785,797
P07259,PS51273,228,413
P07259,PS50975,562,754
P07259,PS00866,593,607
P07259,PS00867,723,730
P07259,PS50975,1099,1290
P07259,PS00866,1130,1144
P07259,PS00867,1259,1266
P07259,PS51855,1356,1508
P07259,PS00097,1956,1963
Q9FV49,PS01202,209,225
Q9Y2I6,PS50222,7,42
Q9Y2I6,PS50222,60,76
Q9Y2I6,PS50222,196,231
Q9Y2I6,PS50222,233,268
Q9Y2I6,PS00018,246,258
Q54HG2,PS50021,8,115
Q54HG2,PS00019,10,19
Q54HG2,PS50021,124,229
Q2V2M9,PS51232,18,411
Q2V2M9,PS51444,883,1279
Q2V2M9,PS51231,1359,1391
Q2V2M9-4,PS51232,18,411
Q2V2M9-4,PS51444,1075,1471
Q2V2M9-4,PS51231,1559,1591
O42844,PS50011,65,351
O42844,PS00107,71,98
O42844,PS00108,184,196
O65902,PS01088,5,17
O65902,PS51329,316,453
Q9W1I9,PS50059,103,192
Q54NW4,PS00053,78,95
Q54NW4,PS50023,205,262
Q54NW4,PS00478,207,240
Q54NW4,PS50023,263,322
Q54NW4,PS00478,265,298
Q54NW4,PS50023,328,387
Q54NW4,PS50023,388,447
Q54NW4,PS00478,390,423
Q54NW4,PS50023,448,505
Q54NW4,PS00478,449,482
Q8STE5,PS51335,339,485
P38620,PS00114,132,147
P38623,PS50011,163,478
P38623,PS00107,169,201
P38623,PS00108,309,321
P38990,PS50011,133,448
P38990,PS00107,139,162
P38990,PS00108,273,285
P23403,PS00361,43,58
P38627,PS51273,305,564
Q96VB9,PS01036,338,352
Q12756,PS50067,5,354
Q12756,PS00411,242,253
Q12756,PS50006,516,572
Q12756,PS50003,1575,1673
Q9SUW2,PS00103,126,138
Q8ND56,PS52002,1,81
Q8ND56,PS51512,284,320
Q8ND56,PS51513,361,377
Q8ND56,PS51536,380,400
Q8TED4,PS51257,1,35
Q8TED4,PS50850,25,485
Q7X911,PS50275,128,456
Q9DAV9,PS00047,283,287
P40557,PS51352,22,142
P40557,PS00194,52,70
Q6QLL4,PS00061,170,198
Q96JJ7,PS51352,10,131
Q96JJ7,PS00194,45,63
P18031,PS50055,3,277
P18031,PS50056,189,268
P18031,PS00383,213,223
Q9D1Q6,PS51352,18,141
Q9D1Q6,PS00014,403,406
Q99287,PS51715,34,263
P38755,PS01013,153,164
Q9FFS0,PS50845,68,257
P05177,PS00086,451,460
Q06107,PS50922,95,302
P49333,PS50813,139,308
P49333,PS50109,350,585
P49333,PS50110,611,729
Q6A152,PS00086,445,454
Q9UBM7,PS01017,213,228
Q9UBM7,PS01018,439,462
Q08986,PS00218,105,136
Q6P179,PS00142,367,376
Q96LT4,PS50105,12,78
Q7M3I4,PS00061,170,198
Q8BLF1,PS01174,185,197
Q9GZR5,PS01188,154,162
Q10084,PS50850,108,536
Q0WPQ2,PS50813,170,332
Q0WPQ2,PS50110,647,766
O00767,PS00476,294,308
Q5RJY4,PS51257,1,31
Q5RJY4,PS00061,194,222
Q7XI45,PS51318,1,33
Q9FMY1,PS00086,481,490
Q10061,PS00329,219,232
Q10061,PS01036,368,382
Q10061,PS00014,845,848
Q86SQ9,PS01066,201,218
Q9JHP7,PS50194,24,130
Q9JHP7,PS00014,499,502
Q5VV42,PS51449,64,172
Q5VV42,PS51918,200,431
Q5VV42,PS01278,208,228
Q5VV42,PS50926,431,493
Q4N4N8,PS51352,13,141
O59712,PS51382,1,294
Q9BRL7,PS50859,8,119
A1L3X0,PS01188,143,151
P53337,PS01339,277,291
Q9JLA3,PS00014,1548,1551
Q6R0J2,PS00061,170,198
P16474,PS00297,55,62
P16474,PS00329,242,255
P16474,PS01036,379,393
P16474,PS00014,679,682
P38717,PS50003,309,423
P38717,PS51778,771,976
Q9BY08,PS51751,39,184
Q99PG0,PS01173,106,121
Q99PG0,PS01174,182,194
Q8VY69,PS50859,10,114
Q8VY69,PS50892,130,186
Q03714,PS50053,259,318
Q8HZR1,PS50026,35,73
Q8HZR1,PS50292,115,603
Q9P8E3,PS00755,76,95
Q9P8E3,PS00756,166,184
O35052,PS01315,375,401
Q08227,PS52082,1,327
O76062,PS01017,167,182
O76062,PS01018,382,405
Q91W90,PS51352,27,155
Q91W90,PS00194,67,85
Q91W90,PS51352,156,281
Q91W90,PS00194,195,213
Q91W90,PS51352,289,417
Q91W90,PS00194,327,345
Q91W90,PS00014,414,417
P70227,PS50919,113,173
P70227,PS50919,174,224
P70227,PS50919,232,288
P70227,PS50919,295,372
P70227,PS50919,378,434
P70227,PS00307,1469,1475
Q9Z0F5,PS00070,273,284
Q9M2U2,PS50244,199,280
Q9C5U2,PS50839,302,526
Q9C5U2,PS50109,594,862
Q9C5U2,PS50110,891,1013
Q9C5U2,PS50110,1036,1173
Q9C5U0,PS50839,198,411
Q9C5U0,PS50109,479,760
Q9C5U0,PS50110,786,920
Q9C5U0,PS50110,946,1071
P49858,PS01340,29,43
Q9W5D4,PS50919,318,374
Q9W5D4,PS50919,384,440
Q9W5D4,PS50919,445,501
Q38870,PS50011,186,444
Q38870,PS00107,192,215
Q38870,PS00108,306,318
Q38870,PS50222,487,522
Q38870,PS00018,500,512
Q38870,PS50222,523,558
Q38870,PS00018,536,548
Q38870,PS50222,559,592
Q38870,PS00018,572,584
Q38870,PS50222,593,628
Q38870,PS00018,606,618
Q8WMV1,PS01017,167,182
Q8WMV1,PS01018,382,405
Q12443,PS50845,30,236
P28791,PS00014,380,383
Q9NYU1,PS00014,1513,1516
Q9NYU2,PS00014,1552,1555
O04153,PS00803,107,122
O04153,PS00804,139,147
O04153,PS00805,217,229
O04153,PS00014,421,424
Q04958,PS50042,814,947
Q04958,PS50042,943,1074
Q04958,PS51635,1373,1537
Q04958,PS01237,1376,1408
Q9UBS4,PS50076,25,90
Q9UBS4,PS00636,67,86
O75460,PS50011,571,832
O75460,PS00108,684,696
O75460,PS51392,835,963
Q12745,PS00867,532,539
Q9P381,PS01315,342,368
P52194,PS00803,144,159
P52194,PS00804,178,186
P52193,PS00803,98,113
P52193,PS00804,130,138
P52193,PS00805,208,220
P52193,PS00805,225,237
P52193,PS00805,242,254
P52193,PS00014,414,417
Q9C0Y5,PS50893,73,320
Q9C0Y5,PS50893,758,1001
Q9SUT9,PS50845,85,271
P43560,PS51778,409,582
Q99220,PS51914,115,241
Q99220,PS00014,539,542
O35949,PS01188,142,150
Q9SHC8,PS50202,5,125
Q9H6R6,PS50216,99,149
Q9H6R6,PS50002,313,398
O74368,PS51847,90,288
Q9HB03,PS01188,141,149
P41800,PS51847,194,409
Q86SK9,PS00476,268,282
P55061,PS01243,96,125
Q8LB08,PS50920,8,101
Q8LB08,PS50920,113,205
Q8LB08,PS50920,213,299
P18418,PS00803,98,113
P18418,PS00804,130,138
P18418,PS00805,208,220
P18418,PS00805,225,237
P18418,PS00805,242,254
P18418,PS00014,413,416
Q60432,PS00329,230,243
Q60432,PS01036,380,394
Q96HE7,PS00018,159,171
O64837,PS50845,16,206
P32368,PS50275,115,454
O60103,PS51292,1,61
O13752,PS50922,74,271
Q9QYI6,PS50076,26,90
Q9QYI6,PS00636,67,86
Q02769,PS01044,171,186
Q02769,PS01045,207,232
Q9NWM8,PS50059,45,135
Q9NWM8,PS50222,135,170
Q9NWM8,PS50222,179,211
Q9NWM8,PS00018,192,204
Q9NWM8,PS00014,208,211
P35179,PS01067,28,56
Q9CXI3,PS50836,35,148
Q9SRQ1,PS00086,447,456
Q9SRQ1,PS01034,484,495
B9FJ61,PS51257,1,35
Q86W10,PS00086,445,454
P38800,PS51778,758,930
P38800,PS51778,967,1139
P54219-2,PS50850,23,472
Q9Y0A1,PS50919,192,246
Q9Y0A1,PS50919,319,379
Q9Y0A1,PS50919,386,466
Q9Y0A1,PS50919,490,551
P81999,PS50076,25,90
P81999,PS00636,67,86
Q04629,PS50216,136,184
Q9UT00,PS51847,217,422
Q9UT00,PS50004,413,534
Q9UT00,PS50004,559,668
Q9UT00,PS50004,685,803
Q9UT00,PS50004,1019,1137
P40900,PS00141,724,735
Q9BY64,PS51257,1,23
Q9BY64,PS00375,356,399
Q8RWM6,PS50866,38,151
P79088,PS00755,76,95
P79088,PS00756,166,184
P08684,PS00086,435,444
P25303,PS50076,23,88
P25303,PS00636,65,84
P25303,PS51188,156,237
P25303,PS00014,374,377
Q96L12,PS00803,98,113
Q96L12,PS00804,130,138
Q96L12,PS00014,381,384
O00237,PS50089,621,663
Q96K19,PS50089,87,130
Q96K19,PS00518,102,111
Q71KT5,PS01017,167,182
Q71KT5,PS01018,382,405
O59868,PS00154,329,335
O13789,PS51762,218,587
P38428,PS51140,65,107
Q9UBY8,PS50922,62,262
P24903,PS00086,429,438
Q9DC23,PS50076,35,100
Q9DC23,PS51352,113,234
Q9DC23,PS51352,437,555
Q9DC23,PS00194,472,490
Q9DC23,PS51352,666,793
Q9DC23,PS00194,692,710
Q9DC23,PS00014,790,793
Q8VWZ7,PS00086,429,438
Q9Y2P5,PS00455,292,303
Q86XL3,PS50954,69,113
Q8NHH9,PS51715,91,336
O42967,PS50053,4,61
Q4V8D1,PS00086,469,478
Q6WNR0,PS00086,429,438
P39986,PS00154,487,493
P39986,PS01229,814,836
Q93W54,PS51564,4,197
P09601,PS00593,129,139
Q6Y288,PS00014,495,498
Q9Y385,PS50127,10,160
Q84KI1,PS00086,436,445
P23141,PS00941,114,124
P23141,PS00122,208,223
Q96SQ9,PS00086,433,442
Q9NQC3,PS50845,1005,1192
O81062,PS51257,1,35
Q99KV1,PS50076,25,90
Q99KV1,PS00636,67,86
Q9LT02,PS00154,491,497
Q10487,PS50850,85,524
Q08001,PS51778,403,576
Q96328,PS50275,129,455
Q9Z2E3,PS50011,508,768
Q9Z2E3,PS00108,621,633
Q9Z2E3,PS51392,771,899
Q9VWR5,PS00086,498,507
Q9SE50,PS00653,48,62
Q9SE50,PS00014,525,528
Q9CQU0,PS51352,4,154
Q9CQU0,PS00194,56,74
Q9CQU0,PS00014,167,170
Q6JTJ0,PS00086,439,448
P13516,PS00476,290,304
O82352,PS50845,68,253
P43571,PS00120,230,239
Q9NXB9,PS01188,142,150
Q9HD20,PS00154,533,539
O60725,PS51564,1,284
P25358,PS01188,174,182
Q12232,PS51469,163,331
Q8TBM8,PS50076,108,172
Q8TBM8,PS00636,149,168
Q8TBM8,PS00092,269,275
Q9HDV2,PS00218,112,143
Q9BZW4,PS51751,61,186
Q9BZW4,PS51751,217,351
O55143,PS00154,351,357
Q9ES21,PS50275,122,451
Q05359,PS50866,32,131
D5JBW8,PS00086,425,434
P28845,PS00061,170,198
Q9NZ01,PS50244,197,283
O74852,PS50850,16,448
Q91X77,PS00086,428,437
O74507,PS50244,196,289
Q9FLT5,PS50893,520,765
Q9FLT5,PS00211,667,681
Q7Z449,PS00086,483,492
Q9JKR6,PS00329,230,243
Q9JKR6,PS01036,380,394
Q9W429,PS51257,1,18
Q9US37,PS50850,61,476
P13011,PS00476,293,307
Q8L9C4,PS00061,193,221
Q12155,PS51751,7,159
P57057,PS50850,27,517
Q9C101,PS50850,81,549
Q9FMW9,PS51564,4,197
Q09499,PS50011,518,778
Q09499,PS00108,632,644
Q09499,PS51392,781,909
Q9UBV2,PS51092,122,170
Q9UBV2,PS00023,127,168
P04191,PS00154,351,357
O35217,PS00014,478,481
P25574,PS00923,101,110
O00124,PS50033,187,263
P10635,PS00086,436,445
Q9P6J7,PS50850,47,504
O94511,PS50053,1,72
O94511,PS50244,194,270
F4J4Y0,PS50866,36,127
P40367,PS01047,3,31
Q9FUY7,PS00086,465,474
F2YMG0,PS50240,109,341
F2YMG0,PS00134,145,150
F2YMG0,PS00135,284,295
O14264,PS50244,172,250
P33296,PS50127,5,167
Q9UTE0,PS00136,30,40
Q9UTE0,PS51715,36,251
Q9VTK2,PS50919,450,511
Q9VTK2,PS50919,522,579
Q9VTK2,PS50919,585,642
P15367,PS00501,42,49
P15367,PS00761,98,111
Q39085,PS51387,49,232
Q53LQ0,PS51352,32,151
Q53LQ0,PS00194,61,79
Q53LQ0,PS51352,372,491
Q53LQ0,PS00194,406,424
Q53LQ0,PS00014,509,512
Q6IDL4,PS50866,40,152
Q9P6J9,PS50850,47,539
Q9P6J9,PS00217,163,188
P13689,PS00014,198,201
O54998,PS50059,49,141
O54998,PS50222,141,176
O54998,PS00018,154,166
O54998,PS50222,185,218
O54998,PS00018,198,210
O54998,PS00014,215,218
P18125,PS00086,437,446
Q99190,PS50244,206,292
O94537,PS50011,654,938
O94537,PS00108,770,782
O94537,PS51392,941,1072
Q8R1V4,PS50866,39,137
Q9EQY0,PS50011,571,832
Q9EQY0,PS00108,684,696
Q9EQY0,PS51392,835,963
Q8CBG9,PS50089,115,158
Q8CBG9,PS00518,130,139
Q8C341,PS51469,283,452
Q9FYL6,PS00061,192,220
Q99PL7,PS00476,294,308
Q02201,PS01013,153,164
Q5KQH7,PS00086,497,506
O23051,PS00086,432,441
Q9Y7T9,PS50076,4,71
Q9SR37,PS00653,44,58
Q9SR37,PS00014,521,524
P29704,PS01044,178,193
P29704,PS01045,214,239
Q9VQB7,PS00014,517,520
O74923,PS50850,77,486
P35196,PS01066,203,220
Q8T045,PS00014,408,411
Q9Z247,PS50059,54,142
Q9Z247,PS50059,166,254
Q9Z247,PS50059,278,365
Q9Z247,PS50059,389,477
Q9Z247,PS50222,488,523
Q9Z247,PS50222,533,568
Q9Z247,PS00018,546,558
Q9Z247,PS00014,567,570
P40345,PS00120,318,327
P22700,PS00154,351,357
Q15011,PS50053,10,72
P78329,PS00086,461,470
O60337,PS51292,1,62
Q06833,PS51847,304,504
P11712,PS00086,428,437
O94661,PS50086,35,220
O95881,PS51352,6,156
O95881,PS00194,58,76
Q922Y2,PS50089,10,60
Q922Y2,PS00518,25,34
Q922Y2,PS50119,92,134
O43080,PS52002,47,116
Q920L5,PS01188,137,145
O74444,PS51207,88,261
O59700,PS50850,99,538
O43826,PS50850,13,419
O43826,PS00942,133,149
Q8GYE0,PS00146,87,102
Q8GYE0,PS50294,118,201
Q8GYE0,PS50082,167,201
Q08109,PS50089,349,400
Q9DBY1,PS50089,291,330
O13941,PS51762,231,578
Q8NCC5,PS50850,23,480
Q86IA3,PS51352,5,132
Q86IA3,PS00194,43,61
Q86IA3,PS51352,133,285
Q86IA3,PS00194,164,182
Q9JMH2,PS51450,84,105
Q9JMH2,PS51450,108,128
Q9JMH2,PS51450,132,153
Q9JMH2,PS51450,156,177
Q9JMH2,PS50835,254,346
Q9JMH2,PS50853,430,518
P40319,PS01188,181,189
Q9LD45,PS01243,101,130
Q53GQ0,PS00061,189,217
O80458,PS01066,246,263
Q8WU17,PS50089,547,586
O80452,PS00485,732,738
Q76MJ5,PS50011,520,781
Q76MJ5,PS00108,633,645
Q76MJ5,PS51392,784,912
P48449,PS01074,574,588
Q6P073,PS50127,12,162
P39540,PS01188,168,176
Q6ZWL3,PS00086,460,469
Q06136,PS00061,173,201
O60162,PS50275,106,441
O42933,PS50919,336,396
O42933,PS50919,408,467
O42933,PS50919,474,529
Q9P035,PS51203,5,94
Q9Z329,PS50919,112,166
Q9Z329,PS50919,173,223
Q9Z329,PS50919,231,287
Q9Z329,PS50919,294,372
Q9Z329,PS50919,378,434
Q9HBI6,PS00086,461,470
Q6T707,PS00476,288,302
Q61576,PS50059,61,149
Q61576,PS50059,173,261
Q61576,PS50059,285,373
Q61576,PS50059,398,485
Q61576,PS50222,504,531
Q61576,PS50222,541,576
Q61576,PS00018,554,566
Q61576,PS00014,578,581
Q04947,PS50845,20,220
Q9P246,PS50105,136,194
Q2HXL6,PS00014,928,931
Q8NBJ5,PS00014,619,622
Q765A7,PS00120,168,177
P28496,PS50922,168,384
Q86TM6,PS50089,291,330
Q4VCM1,PS00127,280,286
Q9Y6A1,PS50919,318,381
Q9Y6A1,PS50919,392,449
Q9Y6A1,PS50919,453,513
O94464,PS51847,238,429
P11881,PS50919,112,166
P11881,PS50919,173,223
P11881,PS50919,231,287
P11881,PS50919,294,373
P11881,PS50919,379,435
Q9H0X9,PS50003,126,243
Q9H0X9,PS01013,474,484
Q12284,PS51324,72,174
P24557,PS00086,472,481
Q13438,PS51914,108,230
Q9P6J0,PS50850,44,453
Q9P6J0,PS00290,125,131
O94273,PS50072,30,187
O94273,PS00170,71,88
Q09827,PS01067,15,43
P43256,PS50065,147,549
P43256,PS00066,327,341
P43256,PS00318,480,487
P43256,PS01192,534,547
Q6DD88,PS51715,57,305
Q9UKY4,PS00284,95,105
Q9UKY4,PS50919,334,390
Q9UKY4,PS50919,403,459
Q9UKY4,PS50919,464,521
Q9BW60,PS01188,137,145
Q9NXG6,PS00018,198,210
Q9NXG6,PS00018,237,249
Q9NXG6,PS51471,310,460
Q6XVG2,PS00086,428,437
Q8IXB1,PS50076,35,100
Q8IXB1,PS51352,113,234
Q8IXB1,PS51352,437,555
Q8IXB1,PS00194,472,490
Q8IXB1,PS51352,625,793
Q8IXB1,PS00194,692,710
Q8IXB1,PS00014,790,793
Q8NBM4,PS50030,304,344
P36596,PS01044,175,190
P36596,PS01045,211,236
P35206,PS00018,95,107
Q642F4,PS50859,8,119
O14072,PS00154,485,491
O14072,PS01229,822,844
Q09736,PS00086,435,444
Q12006,PS50216,78,128
Q9UT20,PS50244,160,257
Q9VS60,PS50105,58,107
Q949U1,PS00086,466,475
O59699,PS50850,137,577
Q8W037,PS00221,104,112
Q9H5J4,PS01188,137,145
Q86VZ5,PS50105,13,76
Q9FMR5,PS50859,7,112
Q9FMR5,PS50892,127,187
Q9FMR5,PS00417,145,164
C7G3A0,PS00024,87,101
P40616,PS51417,11,177
Q9NXF8,PS50216,132,180
Q9ZRE2,PS51419,4,203
P28188,PS51419,4,203
P28188,PS00675,11,24
Q9CW79,PS50913,679,728
P40009,PS01238,147,162
Q12114,PS50853,78,168
Q12114,PS50172,166,262
Q9NX62,PS00630,299,313
Q9UK23,PS50026,358,390
Q9UK23,PS00022,378,389
Q9UK23,PS01186,378,393
O14244,PS00120,570,579
Q92805,PS50913,688,737
Q9VMA7,PS50002,50,112
Q9US44,PS50850,59,469
Q9USP2,PS01238,140,155
Q53F39,PS00024,92,106
Q24509,PS50192,375,437
Q24509,PS00914,381,420
P36096,PS50089,699,752
P36096,PS00282,729,751
Q9LV16,PS51304,187,401
Q9LN62,PS51257,1,28
Q8L7F9,PS51304,171,364
Q14435,PS50231,516,630
Q8TB61,PS00196,167,183
Q9C9Q6,PS51257,1,28
Q9C9Q5,PS51257,1,28
P39524,PS00154,560,566
Q9H4G4,PS01009,102,112
Q8NCW6,PS50231,476,607
Q9I8W5,PS51186,62,218
P98194,PS00154,350,356
P32486,PS51762,289,664
A7XDQ9,PS51304,191,405
Q9H082,PS51419,29,229
Q02391,PS51289,81,112
Q02391,PS51289,113,175
Q02391,PS51289,178,241
Q02391,PS51289,249,309
Q02391,PS51289,310,376
Q02391,PS51289,377,436
Q02391,PS51289,438,500
Q02391,PS51289,501,567
Q02391,PS51289,572,631
Q02391,PS51289,633,691
Q02391,PS51289,692,751
Q02391,PS51289,759,819
Q02391,PS51289,821,874
Q02391,PS51289,875,942
Q02391,PS51289,943,998
Q02391,PS51289,1004,1064
Q8RX55,PS51304,191,392
Q0WQX7,PS00217,249,274
Q9LIL4,PS50866,35,122
O94572,PS50850,52,465
Q9NQQ7,PS00061,100,128
Q96JA3,PS50003,1,93
Q9HB20,PS50003,1,93
P51996,PS51419,9,222
P51996,PS00675,16,29
P38555,PS51419,9,223
P38555,PS00675,16,29
P61212,PS51417,11,177
Q9P3E8,PS50850,44,477
Q92896,PS51289,116,149
Q92896,PS51289,150,212
Q92896,PS51289,215,278
Q92896,PS51289,286,346
Q92896,PS51289,347,413
Q92896,PS51289,414,473
Q92896,PS51289,475,537
Q92896,PS51289,538,604
Q92896,PS51289,609,668
Q92896,PS51289,670,728
Q92896,PS51289,729,788
Q92896,PS51289,796,856
Q92896,PS51289,858,911
Q92896,PS51289,912,979
Q92896,PS51289,980,1035
Q92896,PS51289,1041,1101
Q80V26,PS00630,297,311
Q62638,PS51289,108,141
Q62638,PS51289,142,204
Q62638,PS51289,207,270
Q62638,PS51289,278,338
Q62638,PS51289,339,405
Q62638,PS51289,406,465
Q62638,PS51289,467,529
Q62638,PS51289,530,596
Q62638,PS51289,601,660
Q62638,PS51289,662,720
Q62638,PS51289,721,780
Q62638,PS51289,788,848
Q62638,PS51289,850,903
Q62638,PS51289,904,971
Q62638,PS51289,972,1027
Q62638,PS51289,1033,1093
Q9ASW1,PS51304,166,344
Q21815,PS01238,169,184
O59666,PS50846,2,68
O59666,PS01047,8,37
O59666,PS00154,529,535
O59666,PS01229,740,762
O35963,PS51419,29,229
Q8R173,PS50216,129,177
Q8GXG6,PS51304,185,394
P20340,PS51419,9,208
